Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/11/2020 20:03:25,Ташкент / Toshkent shahri,28,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Team Lead,Lead,,3-5,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,8450000,0,
2/13/2020 17:19:34,Ташкент / Toshkent shahri,33,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Team Lead,Middle,C#/.NET,5-7,3-5,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 50 человек / 50 kishigacha,в офисе / ofisda,,в долларах США / AQSh dollarida,1250,,
2/15/2020 20:44:58,Ташкент / Toshkent shahri,30,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Team Lead,Senior,"PHP, Web (HTML/CSS)",7-10,3-5,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 200 человек / 200 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,5200000,3000000,
2/11/2020 12:48:45,Ташкент / Toshkent shahri,33,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,System Architect,Middle,"C#/.NET, SQL/PL-SQL, C++",>10,1-3,Узбекистан / Oʻzbekiston,Сервисная / Xizmat koʻrsatuvchi,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,10000000,6000000,
2/11/2020 14:31:36,Ташкент / Toshkent shahri,29,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, SQL/PL-SQL",7-10,5-7,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,в офисе / ofisda,,в сумах / soʻmda,9000000,1000000,
2/11/2020 14:54:31,Ташкент / Toshkent shahri,29,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Project Manager,Senior,,5-7,1-3,Европа / Yevropa,Сервисная / Xizmat koʻrsatuvchi,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,10000000,0,
2/12/2020 12:18:38,Ферганская область / Fargʻona viloyati,26,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Designer,Junior,,1-3,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,,в сумах / soʻmda,2700000,1700000,Bu loyiha juda kerakli edi shuningdek kerakli vaqtda amalga osgirilmoqda. Bundan juda xursandman. Chunki hozirgi ishimga o'tishimda oylik maosh borasida ish beruvchi bilan mavhumlik yuz berdi. Shunday vaziyatda nimaga asoslanishni bilmay qoldim. Ushbu loyihani amalga oshirishda tashkilotchilarga muvaffaqiyat tilayman.
2/11/2020 14:29:21,Ташкентская область / Toshkent viloyati,24,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Automation Engineer,Middle,,1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,3000000,1000000,
2/11/2020 12:06:11,Ташкент / Toshkent shahri,22,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Business Analyst,Junior,,1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в сумах / soʻmda,5000000,2,
2/11/2020 11:31:36,Ташкент / Toshkent shahri,41,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,"CTO, Director of Engineering",,,7-10,7-10,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,,в сумах / soʻmda,16000000,2000000,
2/11/2020 11:35:48,Ташкент / Toshkent shahri,30,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,"CTO, Director of Engineering",Lead,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), Python",>10,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,3000,,
2/11/2020 12:18:43,Ташкент / Toshkent shahri,35,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,"CTO, Director of Engineering",Middle,Python,3-5,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в долларах США / AQSh dollarida,800,100,
2/11/2020 14:03:01,Ташкентская область / Toshkent viloyati,42,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,"CTO, Director of Engineering",Lead,C#/.NET,5-7,5-7,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в сумах / soʻmda,15000000,3000000,
2/11/2020 11:33:29,Ташкент / Toshkent shahri,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,Data Scientist,Middle,Python,3-5,3-5,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,500,200,
2/11/2020 13:19:09,Ташкент / Toshkent shahri,21,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Data Scientist,Middle,"SQL/PL-SQL, Python, C++",1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,25000000,5000000,
2/13/2020 12:51:24,Ташкент / Toshkent shahri,34,Мужской / Erkak,Intermediate (средний / oʻrtacha),Среднее / Oʻrta,Designer,Senior,,5-7,1-3,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,4500,,
2/13/2020 22:19:00,Ташкент / Toshkent shahri,27,Женской / Ayol,Beginner (ниже среднего / oʻrtadan past),Незаконченное высшее / Yakunlanmagan oliy,Designer,Senior,,5-7,<1,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,1000,,
2/11/2020 11:01:34,Ташкент / Toshkent shahri,29,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Designer,Senior,,7-10,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,1000000,4000000,
2/11/2020 11:32:56,Ташкент / Toshkent shahri,22,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Среднее / Oʻrta,Designer,Middle,,1-3,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,,в долларах США / AQSh dollarida,1800,,
2/11/2020 11:53:05,Ташкент / Toshkent shahri,27,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Колледж / Kollej,Designer,Lead,,5-7,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,11000000,,
2/11/2020 18:33:10,Ташкент / Toshkent shahri,22,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Designer,Middle,,1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в сумах / soʻmda,3000000,0,1
2/12/2020 12:03:14,Ташкент / Toshkent shahri,26,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Designer,Senior,,3-5,5-7,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,"Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в сумах / soʻmda,19000000,,👍
2/13/2020 1:02:36,Ташкент / Toshkent shahri,24,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Designer,Senior,,1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,9000000,3000000,Foydalik ishga qo’l uribsiz👍
2/11/2020 14:05:43,Ташкент / Toshkent shahri,34,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,DevOps Engineer,Senior,,>10,3-5,США / AQSh,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,5800,300,
2/11/2020 17:07:32,Ташкент / Toshkent shahri,25,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,ERP/CRM,Middle,,3-5,1-3,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,14000000,0,
2/11/2020 17:06:16,Ташкент / Toshkent shahri,25,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,ERP/CRM,Middle,,3-5,1-3,СНГ / MDH,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,14000000,0,
2/11/2020 12:04:45,Ташкент / Toshkent shahri,24,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,ERP/CRM,Junior,,<1,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в сумах / soʻmda,3500000,0,норм опросник
2/11/2020 15:48:09,Ташкент / Toshkent shahri,30,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Hardware Engineer,Lead,,7-10,3-5,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,12000000,500000,-
2/11/2020 16:32:02,Ташкент / Toshkent shahri,38,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Hardware Engineer,Middle,,5-7,3-5,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в долларах США / AQSh dollarida,1000,200,
2/11/2020 12:07:11,Ташкент / Toshkent shahri,32,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Network Engineer,Senior,,3-5,1-3,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1000,,
2/11/2020 12:05:48,Навоийская область / Navoiy viloyati,26,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Network Engineer,Middle,,1-3,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в сумах / soʻmda,7000000,0,Ищу работу в городе Наваи (по семейным обстоятельством)
2/11/2020 11:43:31,Ташкент / Toshkent shahri,29,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Product Manager,Senior,,7-10,3-5,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в долларах США / AQSh dollarida,1500,0,Option 1
2/13/2020 9:57:08,Ташкент / Toshkent shahri,25,Женской / Ayol,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Product Manager,Senior,,3-5,3-5,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,9000000,,
2/11/2020 13:44:58,Ташкент / Toshkent shahri,32,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Project Manager,Senior,,5-7,1-3,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,15000000,,
2/11/2020 11:45:17,Ташкент / Toshkent shahri,29,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Project Manager,Middle,,5-7,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в долларах США / AQSh dollarida,1000,100,
2/11/2020 11:19:02,Ташкент / Toshkent shahri,32,Мужской / Erkak,Advanced (продвинутый / yuqori),Незаконченное высшее / Yakunlanmagan oliy,QA Engineer,Senior,"C#/.NET, Android (Kotlin, Java), Frontend Development (JavaScript, TypeScript), Python",>10,5-7,США / AQSh,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1500,0,
2/11/2020 10:56:30,Ташкент / Toshkent shahri,25,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,QA Engineer,Middle,"Frontend Development (JavaScript, TypeScript)",3-5,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в сумах / soʻmda,7000000,,
2/11/2020 11:45:46,Ташкент / Toshkent shahri,26,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,QA Engineer,Middle,Java/Scala,1-3,<1,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,800,0,
2/11/2020 12:02:54,Ташкент / Toshkent shahri,24,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,QA Engineer,Middle,SQL/PL-SQL,1-3,1-3,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,,в сумах / soʻmda,3000000,500000,
2/13/2020 8:15:33,Андижанская область / Andijon viloyati,38,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,QA Engineer,Middle,"Java/Scala, Android (Kotlin, Java), SQL/PL-SQL",>10,>10,Узбекистан / Oʻzbekiston,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,4500000,1000000,"Dasturlash sohasi texnologiyalari to'xtovsiz rivojlanib boradi. Shuni inobatga olgan holda dasturchiga o'z ustida ishlashi, bilimini to'xtovsiz kuchaytirib borishiga imkoniyat qilib berilishi kerak deb hisoblayman. Uzoq muddat ishlagan dasturchilarda tajriba ko'p bo'lsa ham yangoi texnologiyalar haqida bilim yetmay qolishi mumkin."
2/11/2020 11:44:41,Ташкент / Toshkent shahri,31,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Senior,"C#/.NET, SQL/PL-SQL, Web (HTML/CSS), Python, C++",>10,1-3,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1500,100,
2/11/2020 11:55:47,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,Java/Scala,3-5,<1,Европа / Yevropa,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,1200,600,
